Total Unsigned Flux (Mx),GWILL (Mm),Average Gradient across PIL (G),Effective Separation (pixels),PIL Length (Mm),Label
4.58e+22,3621.99,37.2033,52.1014,97.3568,1
4.59e+22,4495.53,38.2497,47.1923,117.531,1
4.62e+22,4098.04,39.8731,47.0092,102.777,1
4.66e+22,4950.65,31.7781,45.5147,155.78799999999995,1
4.68e+22,4708.56,37.3562,48.1994,126.045,1
4.71e+22,3276.07,33.5274,48.6523,97.7132,1
4.74e+22,3788.42,33.5255,49.3061,113.001,1
4.73e+22,3918.39,26.8845,49.0824,145.749,1
4.72e+22,3262.09,26.8156,48.0463,121.649,1
4.81e+22,4541.07,28.9456,44.6642,156.88299999999995,1
4.84e+22,4864.05,31.7555,44.7761,153.172,1
4.87e+22,4696.1,31.7291,45.2229,148.006,1
4.87e+22,5533.85,37.5872,44.701,147.227,1
4.86e+22,5801.15,37.6698,43.5497,154.0,1
4.91e+22,5378.29,33.2014,42.8912,161.99,1
4.93e+22,6350.86,31.7656,42.7548,199.929,1
4.99e+22,6474.31,35.3565,43.7085,183.115,1
5e+22,5151.6,37.2328,42.3433,138.362,1
5.05e+22,4777.21,40.9822,44.87600000000001,116.568,1
5.06e+22,4626.03,33.9682,45.0562,136.187,1
5.12e+22,3497.17,26.6648,43.851000000000006,131.153,1
5.2e+22,4021.74,26.4084,41.8305,152.29,1
5.33e+22,3444.3,37.6003,41.4527,91.6029,1
5.43e+22,3816.57,42.1921,39.0586,90.4569,1
5.51e+22,3129.38,43.5451,38.7672,71.8653,1
5.55e+22,3446.84,35.1218,40.4952,98.1396,1
5.62e+22,3290.87,28.1394,39.2623,116.949,1
5.7e+22,3406.52,33.4333,41.1388,101.89,1
5.73e+22,2812.9,32.7108,37.697,85.9931,1
5.75e+22,2652.74,30.1527,37.6659,87.9768,1
5.8e+22,2838.96,27.1002,36.7088,104.758,1
5.87e+22,2934.12,29.1848,35.0583,100.536,1
6.03e+22,3472.35,28.7118,34.4181,120.938,1
6.1e+22,5022.62,23.4591,33.8172,214.101,1
6.22e+22,4357.33,35.2341,31.507,123.668,1
6.34e+22,3829.8,39.708,29.9127,96.4492,1
6.52e+22,2552.39,30.6511,29.5618,83.2723,1
6.65e+22,2371.9,35.3909,28.266,67.02,1
6.69e+22,2927.64,26.2002,30.0397,111.741,1
6.78e+22,3619.32,31.4087,29.1253,115.233,1
6.88e+22,3470.02,34.7271,28.0206,99.9224,1
6.95e+22,3863.95,38.7579,27.3825,99.6945,1
7.04e+22,4654.71,39.0231,26.957,119.281,1
7.13e+22,4336.75,43.9439,25.1028,98.6883,1
7.25e+22,5045.73,34.7136,26.6231,145.35299999999995,1
7.34e+22,4706.61,34.7641,25.7329,135.387,1
7.42e+22,4075.76,30.5509,25.6379,133.409,1
7.55e+22,3921.51,37.2824,25.2992,105.184,1
7.67e+22,5030.64,46.7605,25.7563,107.583,1
5.91e+22,2834.98,37.8436,34.5151,74.913,1
7.7e+22,6625.26,58.2215,28.0337,113.794,1
7.69e+22,6807.91,51.8785,27.8329,131.22799999999998,1
7.73e+22,7734.39,49.2282,29.0774,157.113,1
7.67e+22,3266.54,40.1803,27.7393,81.297,1
7.67e+22,3807.59,30.0463,28.8425,126.724,1
7.66e+22,5428.68,36.3234,27.5108,149.454,1
7.67e+22,4622.44,36.2016,28.4807,127.686,1
7.72e+22,6792.83,38.5976,27.556,175.991,1
7.79e+22,6493.69,35.4403,28.9796,183.229,1
7.89e+22,9612.92,36.5019,28.1096,263.35400000000004,0
7.94e+22,10080.7,42.6961,27.7137,236.103,0
7.99e+22,8602.29,39.2381,27.1685,219.233,0
8.1e+22,8553.72,45.5829,26.0136,187.652,0
8.23e+22,8819.44,43.9655,26.3988,200.599,0
8.32e+22,9226.35,44.6112,27.3573,206.817,0
8.39e+22,9158.58,38.149,27.1658,240.074,0
8.42e+22,9874.42,42.6397,27.8695,231.578,0
6.51e+21,1384.96,52.9196,53.874,26.171,1
6.92e+21,1462.72,52.7353,52.8669,27.7371,1
7.26e+21,1444.76,53.5087,54.9631,27.0005,1
7.45e+21,1725.11,72.6562,52.0337,23.7435,1
7.71e+21,1294.8,53.0569,50.7842,24.404,1
7.57e+21,1005.01,42.1628,52.9849,23.8364,1
7.82e+21,958.386,34.8532,53.1188,27.4978,1
8.2e+21,1365.4,36.9947,54.4955,36.9081,1
6.45e+21,582.057,19.6011,66.6888,29.6951,1
8.87e+21,416.073,21.7416,50.6408,19.1372,1
9.47e+21,931.385,32.6377,49.6205,28.5371,1
1.01e+22,1057.29,42.7011,48.8007,24.7602,1
1.06e+22,818.546,24.7801,45.1855,33.0324,1
1.13e+22,1871.94,34.6367,46.1093,54.0451,1
1.2e+22,2105.02,43.152,44.8348,48.7816,1
1.24e+22,1971.13,30.576,41.5784,64.4666,1
1.27e+22,1769.23,25.6285,37.9051,69.0337,1
1.25e+22,232.555,15.3726,39.8094,15.1279,1
1.3e+22,357.37,15.8347,40.0253,22.5688,0
1.3e+22,247.768,15.8112,35.109,15.6704,0
1.31e+22,179.112,11.3766,33.4745,15.7439,0
1.34e+22,311.279,10.9704,33.9039,28.3744,0
1.34e+22,1299.41,16.5476,33.8959,78.5258,0
1.37e+22,1442.0,18.5542,33.1346,77.7184,0
1.42e+22,1396.84,19.1686,33.7428,72.87100000000002,0
1.48e+22,1838.75,21.7051,34.7764,84.7152,0
1.56e+22,2011.04,29.8394,37.1968,67.3953,0
1.65e+22,2464.77,29.5951,32.4973,83.28299999999999,0
1.73e+22,2117.52,28.1584,35.379,75.2004,0
1.79e+22,2485.7,30.2661,35.0886,82.1283,0
1.83e+22,2443.93,31.1353,35.6561,78.4939,0
1.86e+22,1055.35,18.2357,35.5543,57.8725,0
1.94e+22,1169.11,17.3177,35.1,67.5098,0
2e+22,1196.91,18.9842,34.2169,63.0477,0
2.04e+22,1074.67,14.600999999999999,34.3403,73.6026,0
2.13e+22,868.7560000000002,14.4396,36.3663,60.1648,0
2.16e+22,1068.98,15.3317,36.3661,69.7234,0
2.18e+22,1558.55,18.1799,36.5461,85.7291,0
2.16e+22,610.3330000000002,9.94587,35.7259,61.3655,0
2.18e+22,828.033,12.864,36.3064,64.3682,0
2.16e+22,794.154,13.9386,38.8727,56.9752,0
2.2e+22,1115.29,16.5191,37.902,67.5154,0
2.2e+22,1016.61,18.8763,38.6252,53.8563,0
2.18e+22,1008.92,19.7798,41.2904,51.0078,0
2.18e+22,1006.51,21.1655,39.7989,47.5545,0
2.2e+22,1348.24,23.9242,39.2707,56.3548,0
2.16e+22,914.014,16.4103,37.2029,55.6976,0
2.2e+22,1042.75,19.0656,39.2922,54.69300000000001,0
2.17e+22,962.987,18.2783,38.7156,52.6847,0
2.09e+22,1210.64,25.3887,40.82,47.6843,0
2.06e+22,1279.9,24.8251,40.3329,51.5567,1
2.03e+22,1021.37,23.4299,39.4225,43.5928,1
2.06e+22,1340.15,26.9196,40.1506,49.7836,1
2.03e+22,1273.03,28.4347,42.1295,44.7703,1
2.01e+22,1147.69,29.4245,40.7422,39.0045,1
1.97e+22,1203.0,35.1624,42.7436,34.2126,1
1.94e+22,962.273,27.5768,43.3393,34.8943,1
1.95e+22,1042.16,33.3909,44.1735,31.211,1
1.91e+22,594.39,23.8686,44.9281,24.9026,1
1.88e+22,1036.34,27.3672,43.5436,37.8678,1
1.92e+22,712.8710000000002,22.8431,45.9541,31.2073,1
1.91e+22,928.128,21.748,47.7389,42.6765,1
9.31e+21,1493.95,17.7644,52.7868,84.0981,1
9.69e+21,2094.91,17.285,52.2269,121.198,1
9.92e+21,1967.08,18.8627,51.0018,104.284,1
1.05e+22,2117.22,15.4614,51.4871,136.936,1
1.09e+22,1927.78,15.698,51.61600000000001,122.804,1
1.12e+22,1699.3,11.5051,50.5761,147.7,1
1.12e+22,1775.41,17.5505,50.1392,101.16,1
1.17e+22,2103.19,17.3072,44.8945,121.521,1
9.32e+21,1411.74,16.5155,55.5199,85.4799,1
1.28e+22,2633.21,15.9017,44.1094,165.593,1
1.32e+22,2359.31,16.7878,41.7014,140.537,1
1.38e+22,2385.31,17.5184,42.0847,136.16,1
1.38e+22,2100.93,22.4585,43.4353,93.5473,1
1.37e+22,3228.3,24.1518,41.6043,133.667,1
1.38e+22,3276.0,20.8437,41.643,157.17,1
1.4e+22,3291.27,20.8353,39.5459,157.966,1
1.4e+22,2314.27,20.9816,41.5675,110.3,1
1.42e+22,2214.22,18.9122,41.5856,117.079,1
1.48e+22,3621.36,20.3202,40.213,178.215,0
1.5e+22,2456.47,21.8473,40.8688,112.438,0
1.46e+22,2598.68,17.3854,38.7032,149.475,0
1.43e+22,2073.69,19.6512,38.3965,105.525,0
1.44e+22,1804.14,20.5803,40.2597,87.6633,0
1.48e+22,1903.32,22.0733,38.5517,86.2271,0
1.5e+22,2002.0,21.7954,36.232,91.8543,0
1.5e+22,2148.69,19.2364,37.0025,111.699,0
1.51e+22,2598.06,21.8736,37.6926,118.776,0
1.5e+22,1416.87,17.1586,39.4219,82.5752,0
1.47e+22,1276.49,13.6661,38.989,93.4053,0
1.43e+22,603.529,10.6118,40.5141,56.8734,0
1.39e+22,623.565,10.4009,41.985,59.953,0
1.37e+22,150.631,5.98576,41.0137,25.1649,0
1.36e+22,1320.07,20.2318,41.2584,65.2474,0
1.39e+22,690.701,14.2424,40.6842,48.4961,0
1.39e+22,937.034,9.60782,40.7582,97.5283,0
1.45e+22,980.749,10.7685,42.855,91.0757,0
1.49e+22,1173.64,10.7158,45.1802,109.524,0
1.5e+22,1354.9,13.3149,43.8655,101.758,0
1.49e+22,1619.65,15.2656,46.3055,106.098,0
1.47e+22,1214.76,14.1572,46.2491,85.8048,0
1.45e+22,1258.0,13.7582,46.9629,91.4363,0
1.43e+22,1096.2,12.8783,48.5251,85.1197,0
1.39e+22,1851.41,14.0005,52.1714,132.239,0
1.37e+22,1857.95,15.009,53.3501,123.789,0
1.36e+22,1770.83,17.4272,52.7536,101.613,0
1.35e+22,2580.57,22.3405,56.0133,115.511,0
1.33e+22,2240.33,24.6339,54.6465,90.9451,0
1.35e+22,1933.97,25.7544,55.3683,75.0929,0
1.34e+22,2382.79,33.1105,52.5602,71.9649,0
1.35e+22,1901.18,23.3142,48.0905,81.546,0
1.35e+22,1396.88,26.8631,49.8234,52.0,1
1.33e+22,970.061,34.2335,50.9894,28.3366,1
1.36e+22,1002.53,28.5963,54.4779,35.0582,1
1.35e+22,1613.19,18.4646,53.9663,87.3664,1
1.31e+22,914.431,16.4999,55.0277,55.4204,1
1.3e+22,1043.1,13.0446,58.6286,79.9644,1
1.29e+22,1125.46,15.6068,59.5672,72.1133,1
1.32e+22,1290.62,16.2464,58.2573,79.4405,1
1.31e+22,1253.0,15.4083,56.933,81.3199,1
1.25e+22,1073.32,12.2759,56.979,87.4335,1
1.28e+22,1347.79,16.026,59.2678,84.1005,1
1.26e+22,1423.12,16.2972,58.9467,87.3229,1
1.25e+22,1503.03,15.5636,59.0058,96.5736,1
1.25e+22,2036.88,17.3248,59.0662,117.57,1
6.16e+22,12109.2,39.0321,34.9225,310.238,1
6.2e+22,12836.5,37.7461,34.304,340.074,1
6.27e+22,13485.3,39.8171,33.1449,338.682,1
6.32e+22,12812.8,37.6742,32.1601,340.095,1
6.33e+22,15045.8,34.9946,31.9532,429.945,1
6.41e+22,15900.1,40.2121,30.9446,395.406,1
6.47e+22,15331.4,37.2844,29.9196,411.201,1
6.49e+22,17207.8,43.2617,28.8614,397.76,1
6.55e+22,16490.4,43.4713,28.1901,379.34,1
6.54e+22,15997.8,49.5851,27.8011,322.634,1
6.54e+22,16172.5,47.5779,28.0011,339.917,1
6.55e+22,15765.7,48.7946,30.3191,323.1040000000001,1
6.51e+22,14805.2,52.0046,29.2248,284.69,1
6.51e+22,14821.0,48.7448,30.5453,304.052,1
6.47e+22,15030.4,44.5989,31.0808,337.01199999999994,1
6.42e+22,13099.2,39.519,31.6668,331.465,1
6.41e+22,11831.5,42.1794,31.5741,280.505,1
6.37e+22,13186.8,40.9533,31.1979,321.995,1
6.27e+22,14089.3,43.7681,33.4239,321.908,1
6.21e+22,14941.8,43.5267,32.667,343.278,1
6.16e+22,13591.9,42.0883,31.8213,322.937,1
6.13e+22,14157.5,50.0176,31.5022,283.05,1
6.06e+22,13401.1,49.3668,31.2112,271.459,1
6e+22,14082.7,46.1569,31.9319,305.105,1
6.01e+22,16388.2,45.4635,33.1827,360.47,1
5.92e+22,14982.7,51.7022,34.6841,289.788,1
5.91e+22,15777.4,48.1724,34.8885,327.52,1
5.91e+22,14352.6,51.7874,36.4096,277.144,1
5.9e+22,16674.3,52.02,35.7721,320.5370000000001,1
5.84e+22,14224.2,55.1945,36.6644,257.711,0
5.83e+22,14106.9,54.5378,37.558,258.663,0
5.67e+22,14304.8,45.4474,39.9332,314.754,0
5.62e+22,16259.6,41.8349,38.8506,388.66,0
5.52e+22,14222.9,45.9008,36.992,309.861,0
5.54e+22,16386.7,43.2062,40.0289,379.268,0
5.44e+22,13526.8,41.1846,41.0505,328.44199999999995,0
5.36e+22,13306.8,39.5721,42.1717,336.26800000000014,0
5.22e+22,10563.3,40.3201,43.9835,261.987,0
5.27e+22,15710.4,40.9747,44.023,383.416,0
5.19e+22,14395.3,36.9807,45.0999,389.266,0
5.13e+22,12792.0,40.2778,45.9884,317.594,0
5.06e+22,12283.9,35.7388,46.4827,343.714,0
5.02e+22,11873.9,34.9793,45.4947,339.455,0
4.94e+22,13583.5,32.4499,46.2411,418.6,0
2.2e+22,1224.61,24.0088,42.4882,51.0067,1
2.18e+22,1000.9,21.6994,40.285,46.1255,0
2.27e+22,1738.61,28.8868,39.5823,60.1869,0
2.27e+22,1010.07,23.0794,37.1524,43.7651,0
2.29e+22,1208.35,25.6678,34.2968,47.0765,0
2.32e+22,1137.66,25.156,36.3283,45.2242,0
2.36e+22,1367.8,24.7097,36.6565,55.3547,0
2.36e+22,1330.64,25.2911,37.0713,52.6131,0
2.33e+22,1059.8,16.2142,37.0389,65.3624,0
2.34e+22,863.832,22.5073,41.041,38.3801,0
2.36e+22,1073.29,26.3068,39.8094,40.7988,0
2.37e+22,1223.88,34.3347,40.0396,35.6455,0
2.41e+22,1779.66,26.9575,39.9494,66.0174,0
2.46e+22,2634.62,28.8924,38.1368,91.1872,0
2.53e+22,2776.69,43.238,40.4679,64.2187,0
2.6e+22,2076.46,32.3241,39.6405,64.2389,0
2.67e+22,2983.63,39.1335,35.7293,76.2424,0
2.75e+22,2151.72,39.9825,35.8361,53.8166,0
2.84e+22,3409.02,44.5254,32.6251,76.5634,0
2.95e+22,3338.22,37.5974,28.9834,88.7886,0
3.05e+22,4707.26,48.4315,28.6398,97.1942,0
3.13e+22,5343.14,50.1661,27.4584,106.509,0
3.2e+22,3158.68,46.044,25.2531,68.6013,0
3.22e+22,2589.23,43.8282,28.7654,59.0768,0
3.29e+22,2516.96,46.5063,30.5943,54.1209,0
3.34e+22,2551.61,42.0964,27.4538,60.6136,0
3.43e+22,2527.42,37.3866,28.4548,67.6022,0
3.49e+22,3194.48,40.5484,29.2609,78.7818,0
3.43e+22,2388.45,36.8295,30.0571,64.8516,0
3.41e+22,1925.71,30.616,31.3613,62.8988,0
3.39e+22,1725.32,28.9801,30.8788,59.5347,1
3.36e+22,2342.1,35.8283,31.2724,65.37,1
3.37e+22,2528.97,38.9345,33.6341,64.9546,1
3.37e+22,2087.34,34.961,35.9145,59.7048,1
3.33e+22,2026.15,34.9361,35.8413,57.9958,1
3.32e+22,2018.14,40.2009,35.7099,50.2013,1
3.34e+22,2927.17,55.2246,37.6097,53.0048,1
3.34e+22,3322.39,43.0832,34.185,77.1156,1
3.38e+22,3246.09,52.1561,34.9509,62.238,1
3.35e+22,5914.13,31.3597,37.8362,188.59,1
3.34e+22,5738.62,32.4757,36.5879,176.705,1
3.31e+22,4796.83,29.7727,38.28,161.115,1
3.32e+22,4977.26,26.1075,38.8822,190.645,1
3.32e+22,5905.67,23.6721,40.5076,249.478,1
3.32e+22,4801.93,28.9325,41.8284,165.97,1
3.35e+22,4138.99,28.5186,41.0353,145.13299999999995,1
3.31e+22,4069.2,33.7567,40.6682,120.545,1
3.32e+22,4304.98,34.9734,44.7666,123.093,1
3.32e+22,5171.71,31.5814,42.7684,163.75799999999995,1
3.26e+22,5559.95,35.5137,43.3874,156.558,1
3.25e+22,4213.91,30.9951,46.0258,135.954,1
3.24e+22,5830.99,34.3359,45.435,169.822,1
3.25e+22,4019.47,38.0816,46.1919,105.549,1
3.24e+22,4609.02,32.861,46.7501,140.25799999999998,1
3.24e+22,4551.83,31.6438,48.4212,143.846,1
3.22e+22,5256.93,25.8655,51.2974,203.241,1
3.21e+22,3820.78,25.6809,53.6474,148.779,1
3.22e+22,3244.96,29.4085,53.7693,110.341,1
3.24e+22,5830.12,37.0258,54.5643,157.461,1
3.22e+22,4215.87,41.7301,55.0157,101.027,1
3.15e+22,5382.82,44.729,56.047,120.343,0
2.28e+22,6098.21,29.0138,69.8629,210.183,1
2.24e+22,5660.07,26.5549,68.5302,213.146,1
2.27e+22,3656.04,25.5353,64.9561,143.17600000000004,1
2.24e+22,4832.44,24.3159,66.0299,198.736,1
2.23e+22,4682.88,22.7514,70.0744,205.828,1
2.21e+22,4629.79,23.3804,70.8154,198.02,1
2.26e+22,5226.61,28.3072,67.0954,184.639,1
2.28e+22,4351.79,20.2809,64.6422,214.576,1
2.3e+22,3663.69,25.0998,67.2064,145.965,1
2.3e+22,3262.91,19.9449,64.4185,163.596,1
2.29e+22,3717.44,21.1372,67.3132,175.872,1
2.3e+22,1977.58,18.371,71.3704,107.647,1
2.27e+22,3481.46,20.2625,68.6418,171.81799999999996,1
2.28e+22,1494.0,24.9049,61.6426,59.9881,1
2.3e+22,1956.92,27.9299,68.0983,70.0655,1
2.28e+22,2368.38,23.846,64.5669,99.32,1
2.31e+22,607.4780000000002,31.2603,62.6335,19.4329,1
2.32e+22,864.1569999999998,28.4381,64.797,30.3873,1
2.31e+22,838.877,25.3259,58.9591,33.1233,1
2.3e+22,173.96099999999996,16.5849,58.21,10.4891,0
2.3e+22,287.455,29.7064,59.497,9.67655,0
2.33e+22,997.071,40.3473,57.32,24.7122,0
2.4e+22,1435.57,44.1025,59.9972,32.5508,0
2.41e+22,1503.61,29.0033,58.2468,51.8426,0
2.37e+22,1011.3,27.1231,56.0037,37.2854,0
2.39e+22,2077.07,23.7124,54.8071,87.5943,0
2.42e+22,718.7919999999998,27.201,55.4797,26.4252,0
2.45e+22,1389.83,21.2813,54.1997,65.3076,0
2.45e+22,1519.72,25.7371,54.1093,59.048,0
2.46e+22,1771.76,25.3874,53.9539,69.7889,0
2.46e+22,1485.65,28.6456,55.1753,51.8631,0
2.45e+22,1301.91,16.4265,55.916,79.2568,0
2.44e+22,1169.88,17.8636,54.6459,65.4894,0
2.4e+22,1005.33,14.8655,50.2504,67.6283,0
2.42e+22,1534.59,18.0559,55.1986,84.9911,0
2.42e+22,2043.91,23.9079,53.4863,85.4908,0
2.38e+22,651.336,16.1245,52.1971,40.3942,0
2.36e+22,826.045,18.4399,53.0732,44.7966,0
2.36e+22,424.917,19.2554,52.2166,22.0674,0
2.41e+22,699.044,21.0111,54.2022,33.2702,0
2.43e+22,760.96,19.1396,54.447,39.7584,0
2.44e+22,1329.98,27.851999999999997,53.0846,47.7516,0
2.45e+22,1010.61,19.9881,54.0454,50.5606,0
2.46e+22,1456.53,25.5633,49.9937,56.9774,0
2.45e+22,1116.24,24.9515,47.8226,44.7364,0
2.45e+22,1159.93,25.4841,47.3641,45.5159,0
2.46e+22,1420.6,29.1089,47.9553,48.803,0
2.42e+22,1206.41,25.5732,43.1387,47.1746,0
2.44e+22,1325.82,31.9656,42.9312,41.4765,0
2.41e+22,1018.45,25.174,44.0186,40.4564,0
2.42e+22,904.703,22.2904,40.9935,40.5871,0
2.42e+22,1063.66,24.3884,42.3359,43.6134,0
2.44e+22,1317.93,36.0435,42.7066,36.565,0
2.47e+22,1141.28,33.0768,47.5451,34.504,0
2.5e+22,1461.97,32.7777,45.6545,44.6027,0
2.55e+22,2718.64,24.4841,47.4635,111.037,0
2.57e+22,2263.89,36.6709,49.0198,61.7353,0
2.56e+22,4303.15,26.1911,48.2107,164.298,0
2.57e+22,2694.36,26.1769,50.6347,102.929,0
2.6e+22,4251.95,24.26,53.2292,175.266,0
2.6e+22,3554.63,21.2398,52.0058,167.357,0
2.62e+22,2424.48,27.9643,54.0736,86.6991,0
2.58e+22,2232.92,26.2896,53.3278,84.9353,0
2.63e+22,1876.8,28.5719,53.8902,65.687,0
2.64e+22,1687.22,28.4544,54.9974,59.2957,0
2.64e+22,2605.87,31.1443,54.6282,83.6708,0
3.38e+22,8398.08,44.698,125.121,187.885,0
3.41e+22,9139.7,46.8989,125.891,194.881,0
3.43e+22,8897.16,44.2594,122.792,201.023,0
3.47e+22,8927.3,40.3095,123.059,221.469,0
3.46e+22,7098.69,46.0529,118.176,154.142,0
3.44e+22,6951.5,42.9569,121.035,161.825,0
3.42e+22,7645.16,36.7621,120.305,207.963,0
3.47e+22,7207.6,39.4261,114.596,182.813,0
3.52e+22,8001.69,51.4244,117.489,155.601,0
3.57e+22,7057.87,38.1882,106.34,184.818,0
3.63e+22,8377.41,47.9298,102.182,174.785,0
3.73e+22,7934.61,45.1202,101.675,175.855,0
3.8e+22,8500.93,41.3409,95.7327,205.63,0
4.02e+22,10161.7,38.4118,88.9826,264.547,0
4.13e+22,9743.06,37.7767,83.7539,257.91200000000003,0
4.23e+22,8403.42,44.3382,77.2679,189.53,0
4.36e+22,8200.48,46.8398,76.4944,175.075,0
4.51e+22,9416.88,55.8978,69.0575,168.46599999999995,1
4.68e+22,11652.9,46.9695,62.78,248.096,1
4.81e+22,11788.6,47.3718,63.1869,248.853,1
4.91e+22,12018.6,46.2421,61.6651,259.907,1
4.95e+22,10069.0,39.0539,57.3804,257.823,1
5.02e+22,10382.7,41.5933,58.4367,249.625,1
5.05e+22,9193.0,46.6129,59.5275,197.22,1
5.12e+22,12106.7,34.3515,58.6387,352.43699999999984,1
5.15e+22,10493.4,43.9133,56.6657,238.958,1
5.24e+22,9285.59,42.8405,56.1332,216.748,1
5.35e+22,10938.6,36.6282,55.8191,298.639,1
5.42e+22,8393.43,62.2321,53.9047,134.873,1
5.49e+22,10573.9,46.7662,51.9143,226.101,1
5.58e+22,11817.6,62.7308,54.0418,188.386,1
5.64e+22,10229.9,36.7295,52.3577,278.521,1
5.76e+22,10454.7,43.3429,54.03,241.209,1
5.75e+22,8668.94,44.4486,52.3047,195.033,1
5.87e+22,9418.97,48.885,54.1455,192.676,1
6e+22,9972.24,40.9674,51.7057,243.419,1
6.05e+22,11921.1,41.3497,53.37300000000001,288.2990000000001,1
6.13e+22,12862.6,43.9767,50.44,292.487,1
6.23e+22,14671.5,46.4112,49.7788,316.119,1
6.3e+22,14844.9,47.9619,50.1993,309.514,1
6.36e+22,13209.6,51.9386,51.9107,254.331,1
6.46e+22,13289.4,50.3674,52.1178,263.849,1
6.54e+22,13516.5,46.2186,48.3386,292.447,1
6.61e+22,15392.5,42.5896,49.6699,361.415,1
6.66e+22,13042.7,51.281000000000006,49.6831,254.337,1
6.65e+22,12322.4,49.4925,48.4197,248.975,1
6.79e+22,12357.2,57.717,49.8946,214.099,1
6.85e+22,10889.1,50.0286,46.5412,217.657,0
6.96e+22,11868.3,46.1914,46.5666,256.938,0
7.06e+22,14451.3,52.5644,45.5536,274.926,0
7.22e+22,14695.6,49.6488,46.3391,295.991,0
7.36e+22,15420.4,51.9729,48.5019,296.7,0
7.47e+22,12929.3,43.5112,45.1041,297.149,0
7.74e+22,14598.3,46.7358,41.0307,312.3590000000001,0
8.05e+22,19336.4,48.2529,45.5799,400.73,0
8.2e+22,17313.7,56.2616,45.3915,307.736,0
8.42e+22,17440.7,58.3645,43.7877,298.824,0
8.68e+22,17925.2,56.2419,43.0258,318.716,0
8.9e+22,22093.0,45.2285,42.2356,488.475,0
9.04e+22,19591.5,59.1165,41.9768,331.405,0
9.23e+22,18821.0,53.1569,40.4452,354.065,0
9.33e+22,20364.9,62.8257,39.8199,324.149,0
9.54e+22,20281.5,58.287,38.1425,347.959,0
1.48e+22,2326.39,31.1297,38.0004,74.7321,1
1.6e+22,3762.24,38.0701,31.9252,98.8241,1
1.67e+22,2442.86,41.6432,30.4265,58.6616,1
1.78e+22,2551.06,38.8304,27.1942,65.6976,1
1.81e+22,4619.42,21.915,24.9304,210.788,1
1.94e+22,5525.06,19.646,24.7988,281.231,0
2.06e+22,5593.65,23.6665,24.7195,236.353,0
2.18e+22,5435.08,22.8401,23.1185,237.962,0
2.2e+22,5285.98,24.7493,22.1534,213.581,0
2.24e+22,5514.27,21.9028,21.6778,251.761,0
2.2e+22,4180.62,24.6899,21.1379,169.325,0
2.21e+22,3537.2,25.0682,21.3416,141.10299999999995,0
2.22e+22,4236.9,24.1712,22.2249,175.287,0
2.18e+22,3943.09,24.9827,20.5869,157.833,0
2.19e+22,5231.62,22.234,21.783,235.298,0
2.22e+22,3520.99,26.2555,22.7547,134.105,0
2.22e+22,4748.33,26.1987,22.9046,181.243,0
2.23e+22,5711.0,26.5576,22.2966,215.042,0
2.25e+22,4518.95,30.4239,21.2752,148.533,0
2.28e+22,1638.63,33.5189,20.4083,48.8867,0
2.35e+22,4139.25,23.3696,20.2214,177.12099999999995,0
2.37e+22,3977.62,29.634,19.0941,134.225,0
2.33e+22,3518.14,30.7377,17.8552,114.457,0
2.35e+22,3412.23,19.2741,18.1814,177.037,0
2.38e+22,3951.55,24.625,17.5201,160.469,0
2.41e+22,5916.58,26.4948,18.7379,223.311,0
2.43e+22,5603.85,21.7896,18.7862,257.18,0
2.43e+22,3404.46,20.7959,18.4205,163.708,0
2.42e+22,4223.88,17.8044,18.705,237.238,0
2.4e+22,4378.31,20.3001,18.8174,215.679,0
2.38e+22,5122.05,23.2199,19.6506,220.58900000000003,0
2.38e+22,6506.34,24.1222,20.2907,269.724,0
2.4e+22,5707.39,24.1515,19.2935,236.316,0
2.37e+22,4569.21,27.9683,19.8092,163.371,0
2.38e+22,5306.94,23.930999999999997,21.504,221.76,0
2.31e+22,4329.28,20.894000000000002,21.5174,207.202,0
2.27e+22,4543.84,18.1897,22.8178,249.803,0
2.26e+22,3601.63,20.816999999999997,22.3574,173.014,0
2.22e+22,2432.33,18.2639,23.4952,133.17700000000002,0
2.23e+22,2211.65,19.05,22.9574,116.097,0
2.23e+22,5826.16,19.5413,22.5918,298.146,0
2.21e+22,3440.55,19.9296,23.5343,172.635,0
2.19e+22,2773.31,19.2796,23.4761,143.847,0
2.17e+22,4260.86,20.6229,22.6015,206.608,0
2.15e+22,5544.29,20.2526,21.7087,273.757,0
2.18e+22,3700.46,22.1636,21.2468,166.96099999999996,0
2.22e+22,6685.47,25.3515,20.9982,263.711,0
2.26e+22,7103.42,22.9705,21.4327,309.241,0
2.25e+22,3978.42,22.5262,21.5077,176.613,0
2.27e+22,5381.45,23.3139,22.2344,230.826,0
2.28e+22,5073.4,26.6495,22.0367,190.375,0
2.25e+22,8315.81,23.1296,22.2144,359.531,0
2.24e+22,6679.69,28.3076,22.8405,235.968,0
2.19e+22,7408.5,27.3463,24.1569,270.914,0
2.22e+22,6838.4,33.0658,24.636,206.812,0
2.21e+22,5172.82,27.0929,24.4746,190.929,0
2.19e+22,8268.08,34.650999999999996,24.1176,238.61,0
2.22e+22,9604.49,27.9184,24.2311,344.02,0
2.25e+22,11776.5,29.0536,22.5447,405.337,0
2.28e+22,10036.0,33.968,21.2895,295.455,0
2.27e+22,8294.93,25.822,23.0026,321.235,0
2.23e+22,7170.32,20.1007,22.9828,356.72,0
2.19e+22,9118.25,29.9395,23.3348,304.556,0
