Total Unsigned Flux (Mx),GWILL (Mm),Average Gradient across PIL (G),Effective Separation (pixels),PIL Length (Mm),Label
8.34e+21,221.032,7.651489999999999,36.3758,28.8875,0
7.97e+21,213.212,10.9586,36.396,19.4561,0
8.01e+21,394.648,14.064,33.3501,28.0609,0
7.9e+21,121.12,5.0323400000000005,33.214,24.0683,0
7.72e+21,24.5257,4.7884,35.1582,5.1219,0
7.55e+21,21.6904,2.98007,34.8773,7.27849,0
7.64e+21,57.233,5.91021,35.5594,9.68375,0
7.64e+21,88.2878,7.71915,37.3196,11.4375,0
7.6e+21,47.4967,13.4509,35.0218,3.53112,0
7.17e+21,18.125,17.0,34.5508,2.19141,0
7.21e+21,82.9253,6.767739999999999,35.9988,25.6121,0
7.19e+21,77.0927,8.27095,37.078,21.2774,0
7.07e+21,207.292,3.23774,34.9185,34.0255,0
6.99e+21,39.2495,3.62322,30.4268,8.71389,0
7.01e+21,52.6131,6.09226,30.9442,11.1851,0
6.96e+21,79.1254,4.50425,30.7322,19.1272,0
6.98e+21,267.29400000000004,4.70386,32.3442,28.4584,0
6.93e+21,162.14600000000004,4.1368,33.3749,30.0002,0
6.98e+21,101.004,9.392430000000001,36.6792,33.15,0
6.98e+21,101.004,9.392430000000001,36.6792,33.15,0
9.57e+21,347.856,12.015999999999998,45.7521,12.6013,0
9.73e+21,211.449,12.0623,44.6954,13.5157,0
9.89e+21,350.93300000000005,9.92326,46.7083,22.3551,0
1.04e+22,1180.98,15.0942,47.0439,80.1987,0
1.07e+22,692.5010000000002,21.9507,44.6098,64.608,0
1.13e+22,623.456,31.0117,46.5824,39.585,0
1.19e+22,519.965,25.1039,42.784,47.6857,0
1.23e+22,241.229,22.4349,39.958,23.0899,0
1.28e+22,397.961,27.6048,39.3123,44.5153,0
1.4e+22,1152.79,15.6447,38.9137,126.868,0
1.47e+22,1480.32,15.6981,40.6865,120.117,0
1.52e+22,1345.16,14.7257,40.8108,143.559,0
1.54e+22,1654.96,10.7185,40.1329,177.238,0
1.56e+22,1651.83,15.7498,39.3317,129.614,0
1.55e+22,1321.95,10.904000000000002,38.9171,144.045,0
1.55e+22,1015.78,10.4474,39.1906,109.208,0
1.54e+22,1370.27,8.939860000000001,40.2612,131.399,0
1.53e+22,949.701,9.08655,41.0179,123.275,0
1.53e+22,783.1260000000002,12.324000000000002,41.1964,89.0464,0
1.51e+22,1123.69,9.37007,42.4005,129.92700000000002,0
1.48e+22,2217.54,9.337480000000001,41.7708,147.44,0
1.46e+22,1042.71,12.7442,44.605,75.2981,0
1.44e+22,1240.92,9.17734,46.2115,146.981,0
1.44e+22,1240.92,9.17734,46.2115,146.981,0
1.44e+22,1240.92,9.17734,46.2115,146.981,0
1.44e+22,1240.92,9.17734,46.2115,146.981,0
1.44e+22,1240.92,9.17734,46.2115,146.981,0
1.44e+22,1240.92,9.17734,46.2115,146.981,0
1.44e+22,1240.92,9.17734,46.2115,146.981,0
1.44e+22,1240.92,9.17734,46.2115,146.981,0
1.79e+22,1233.07,24.4061,98.4269,50.5232,0
1.8e+22,682.3639999999998,19.4608,92.288,35.0635,0
1.82e+22,1836.42,15.7802,88.0376,116.375,0
1.84e+22,727.819,17.4606,78.1688,41.6835,0
1.97e+22,1539.84,10.2482,78.7416,150.255,0
2.04e+22,1530.71,13.3079,78.5393,115.023,0
2.04e+22,1384.63,25.4425,76.0718,54.4219,0
2.04e+22,1594.12,14.1189,76.4749,112.907,0
2.04e+22,2157.62,17.1298,78.9279,125.957,0
2.06e+22,2840.93,21.1038,79.9276,134.61700000000002,0
2.07e+22,2442.38,19.2573,79.2924,126.829,0
2.08e+22,1870.13,18.9469,73.2219,98.704,0
2.12e+22,1942.19,17.6167,76.2148,110.247,0
2.1e+22,1889.4,15.8284,78.7018,119.368,0
2.18e+22,1782.94,15.9717,80.6014,111.631,0
2.19e+22,1614.48,24.1921,82.6701,66.7359,0
2.22e+22,2116.08,25.8517,78.6375,81.8545,0
2.26e+22,2707.04,30.5946,76.6273,88.4811,0
2.26e+22,2628.33,29.6499,75.9671,88.6455,0
2.17e+22,2102.6,18.9086,72.6515,111.198,0
2.2e+22,1860.63,14.937999999999999,75.9373,124.557,0
2.21e+22,2266.65,16.3092,77.8533,138.98,0
2.22e+22,2878.5,17.6122,77.6554,163.438,0
2.23e+22,2992.73,19.6899,77.7727,151.993,0
2.19e+22,2135.71,17.4982,81.0959,122.053,0
2.18e+22,2611.41,18.9297,78.0404,137.953,0
2.17e+22,2259.92,15.7086,77.1935,143.865,0
2.18e+22,3003.86,18.6233,79.0006,161.296,0
2.22e+22,2509.12,20.3095,77.6903,123.544,0
2.2e+22,3575.37,20.7072,75.2775,172.66299999999995,0
2.73e+22,4504.01,25.2197,29.1629,178.59099999999995,0
2.71e+22,4015.44,35.2454,32.3947,113.928,0
2.63e+22,4277.92,34.6545,38.6801,123.445,0
2.47e+22,3812.4,23.4531,38.3151,162.554,0
2.48e+22,3377.72,31.2943,39.6386,107.934,0
2.46e+22,3775.32,25.1893,37.5996,149.878,0
2.45e+22,3321.46,25.8814,37.7178,128.334,0
2.43e+22,3541.97,25.2313,36.9159,140.38,0
2.46e+22,3063.6,22.4538,35.3426,136.44,0
2.45e+22,2504.86,22.733,33.6324,110.186,0
2.48e+22,3015.44,21.0606,30.915,143.179,0
2.45e+22,2038.84,19.8865,25.808000000000003,102.524,0
2.43e+22,1400.94,16.8084,28.5707,83.3479,0
2.28e+22,1987.04,13.556,35.7251,146.58,0
2.33e+22,3338.89,18.294,27.8846,182.513,0
2.24e+22,1838.15,12.5527,28.4271,146.435,0
2.13e+22,2067.52,16.6183,27.9769,124.412,0
2.15e+22,2324.7,23.9207,30.6936,97.1834,0
2.12e+22,1982.75,18.0442,29.3,109.883,0
2.05e+22,2439.16,24.2753,31.0325,100.479,0
2.09e+22,2734.43,24.9863,30.8954,109.437,0
2.11e+22,2608.8,22.066,31.9174,118.227,0
2.13e+22,2667.68,24.9137,33.3614,107.077,0
2.15e+22,2255.23,28.9403,32.6855,77.9269,0
2.15e+22,1442.91,30.8731,31.019,46.7369,0
2.15e+22,1586.82,31.788,30.1335,49.9187,0
2.13e+22,2176.87,31.0973,30.7486,70.002,0
2.1e+22,2320.48,26.9815,32.4372,86.0025,0
2.11e+22,2136.73,23.4252,34.5922,91.215,0
2.11e+22,2625.19,30.5243,33.4798,86.0033,0
2.13e+22,2304.04,39.0373,32.6119,59.0216,0
2.1e+22,1517.35,23.237,30.8357,65.2988,0
2.13e+22,2957.19,28.2539,33.7826,104.665,0
2.17e+22,2560.84,30.3075,36.1704,84.4953,0
1.74e+21,366.145,27.677,125.468,13.2292,0
2.43e+21,414.478,25.0364,77.3766,16.555,0
2.38e+21,256.275,16.7339,79.6496,15.3147,0
2.41e+21,141.203,10.217,77.5497,13.8204,0
2.85e+21,329.744,18.6509,85.7646,17.6798,0
2.69e+21,344.8769999999999,26.1784,75.0542,13.1741,0
2.69e+21,378.23,14.9073,72.3012,25.3721,0
2.63e+21,251.918,19.0967,81.2549,13.1917,0
2.67e+21,260.495,24.4195,86.5519,10.6675,0
2.98e+21,234.427,14.4247,102.213,16.2518,0
3.05e+21,328.896,17.8478,102.373,18.4278,0
3.11e+21,266.648,26.2199,93.3565,10.1697,0
2.92e+21,481.702,24.0224,76.9397,20.0522,0
2.8e+21,196.268,10.4432,92.9015,18.7939,0
2.99e+21,287.92,21.0816,97.9651,13.6574,0
3.07e+21,491.892,28.334,101.905,17.3605,0
3.59e+21,481.866,24.0733,74.1615,20.0166,0
4.32e+21,737.154,23.535,72.8792,31.3216,0
5.75e+21,849.722,42.9991,54.6461,19.7614,0
6.56e+21,1739.12,40.9351,53.9026,42.4848,0
7.26e+21,799.047,35.7717,54.7735,22.3374,0
8e+21,641.664,26.7983,49.9195,23.9442,0
8.8e+21,1044.35,38.9217,50.57,26.8321,0
9.9e+21,1447.71,32.6001,45.3545,44.4082,0
1.14e+22,1516.61,43.7814,37.758,34.6404,0
1.27e+22,2498.15,51.6379,41.9367,48.3782,0
1.4e+22,909.583,23.3197,40.0345,39.0049,0
1.57e+22,1136.06,25.8364,35.945,43.9714,0
1.69e+22,1261.33,29.1297,38.919,43.3006,0
1.81e+22,1437.32,24.4233,32.6005,58.8503,0
1.91e+22,1546.12,29.1968,32.8778,52.9552,0
2e+22,1415.61,27.2315,31.1435,51.9842,0
2.11e+22,1663.16,27.8002,31.8487,59.8255,0
2.2e+22,1180.2,23.0485,33.2622,51.2051,0
2.26e+22,1260.67,21.517,28.3282,58.5894,0
2.31e+22,1307.0,18.5959,30.1997,70.2844,0
2.34e+22,832.7560000000002,26.0229,33.0067,32.0009,0
2.39e+22,661.4730000000002,14.5328,32.2292,45.5159,0
2.42e+22,1145.56,12.3573,29.5944,92.7031,0
2.41e+22,1497.8,23.2621,32.1519,64.3878,0
2.44e+22,1504.07,39.7465,30.4213,37.8415,0
2.47e+22,1750.7,17.4775,34.2079,100.169,0
2.57e+22,1348.1,38.7361,38.165,34.8021,0
2.63e+22,1567.85,14.6699,36.2765,106.875,0
2.66e+22,1442.88,24.3298,36.7242,59.3052,0
2.68e+22,1324.42,31.3293,34.9183,42.2742,0
2.7e+22,1013.04,33.2336,35.5379,30.4825,0
2.77e+22,1145.85,38.2512,36.1941,29.9559,0
2.79e+22,1139.15,35.5087,35.0937,32.0808,0
2.8e+22,2047.03,21.2032,33.2424,96.5436,0
2.81e+22,2997.39,25.7581,35.3653,116.367,0
2.81e+22,2151.32,34.7572,37.9367,61.8956,0
2.8e+22,2928.99,25.7863,33.7687,113.587,0
2.81e+22,2198.98,34.4635,35.1096,63.8061,0
2.78e+22,1945.47,33.7216,34.6179,57.6921,0
2.74e+22,1343.67,32.1167,33.4996,41.8371,0
2.76e+22,1610.77,33.2533,34.8491,48.4394,0
2.74e+22,2541.75,40.4779,35.42800000000001,62.7935,0
2.77e+22,2897.56,34.2349,36.0591,84.6376,0
2.81e+22,2980.2,33.8386,37.9794,88.0711,0
2.74e+22,4908.06,36.0574,40.7126,136.118,0
2.73e+22,4081.77,44.298,40.5688,92.1434,0
1.96e+22,3623.09,46.5368,48.6981,77.8542,0
2.09e+22,3349.27,41.1803,47.3332,81.3319,0
2.18e+22,2891.93,34.7342,43.4604,83.2589,0
2.26e+22,2011.55,28.7698,40.4895,69.9187,0
2.31e+22,2620.46,30.5334,40.8552,85.8227,0
2.37e+22,1265.55,48.7886,42.3252,25.9395,0
2.44e+22,6209.1,44.0981,40.3533,140.80200000000005,0
2.36e+22,2403.85,58.7314,40.0387,40.9296,0
2.4e+22,4368.25,34.0026,39.7791,128.468,0
2.33e+22,2033.42,28.1676,35.7799,72.1902,0
2.31e+22,1004.92,27.3536,36.4332,36.738,0
2.3e+22,929.615,19.2656,37.2788,48.2526,0
2.35e+22,1089.64,24.6055,40.4058,44.2844,0
2.32e+22,1152.94,26.9197,38.5805,42.82899999999999,0
2.44e+22,1730.11,23.2173,40.9468,74.5181,0
2.42e+22,3144.64,32.2738,39.6567,97.4362,0
2.47e+22,2253.5,29.0819,40.433,77.4881,0
2.47e+22,1504.46,22.5553,40.0446,66.7011,0
2.44e+22,2438.47,28.2649,38.4022,86.2721,0
2.45e+22,2218.99,26.6384,38.059,83.3004,0
2.47e+22,1161.61,19.4658,38.2523,59.6745,0
2.39e+22,743.579,12.95,37.9812,57.4192,0
2.37e+22,712.821,12.6959,36.6518,56.1458,0
2.38e+22,724.955,13.8022,38.1831,52.5246,0
2.39e+22,1022.02,16.3917,40.266,62.3499,0
2.33e+22,660.513,9.10436,40.8236,72.5491,0
2.28e+22,427.119,15.86,42.3576,26.9306,0
2.24e+22,168.5,16.639,40.5026,10.1268,0
2.23e+22,244.976,19.8406,43.1929,12.3472,0
2.24e+22,222.543,17.2735,44.0947,12.8835,0
2.21e+22,91.3515,8.19928,42.7335,11.1414,0
2.22e+22,84.2995,7.027360000000001,46.9217,11.9959,0
2.2e+22,374.794,12.0067,45.926,31.2154,0
2.2e+22,36.4831,7.68208,48.6218,4.74912,0
2.19e+22,40.133,9.438189999999999,49.5952,4.2521900000000015,0
2.19e+22,7.60464,46.0,47.8066,1.90116,0
2.16e+22,10.7466,4.0,51.0598,1.04852,0
2.15e+22,39.7151,4.87951,52.154,5.340319999999998,0
2.15e+22,30.6279,10.2493,51.4562,4.498469999999998,0
2.13e+22,8.99381,7.4368300000000005,49.6089,2.48883,0
2.11e+22,1426.49,6.808510000000001,52.1687,239.545,0
2.05e+22,94.1563,3.6136699999999995,52.8566,5.72372,0
2.05e+22,27.5909,7.872269999999999,53.0265,3.34519,0
2.01e+22,43.9962,4.33956,51.7009,3.4153,0
2.02e+22,26.8614,9.474689999999999,54.2489,2.02483,0
2.02e+22,242.512,12.457,56.7786,7.72812,0
2.02e+22,242.512,12.457,56.7786,7.72812,0
2.02e+22,242.512,12.457,56.7786,7.72812,0
2.02e+22,242.512,12.457,56.7786,7.72812,0
2.02e+22,242.512,12.457,56.7786,7.72812,0
2.02e+22,242.512,12.457,56.7786,7.72812,0
2.02e+22,242.512,12.457,56.7786,7.72812,0
2.02e+22,242.512,12.457,56.7786,7.72812,0
2.02e+22,242.512,12.457,56.7786,7.72812,0
2.76e+22,3813.61,19.4231,22.9006,196.344,0
2.77e+22,2833.86,18.6015,22.5914,152.346,0
2.79e+22,3415.72,25.8301,23.4315,132.238,0
2.78e+22,4899.42,27.4827,23.7181,178.273,0
2.77e+22,5620.71,29.0641,22.9479,193.39,0
2.76e+22,5390.18,26.627,23.8604,202.433,0
2.75e+22,5007.92,25.1643,23.6163,199.009,0
2.8e+22,2681.1,34.183,24.0217,78.4337,0
2.75e+22,2933.09,25.9093,22.6263,113.206,0
2.75e+22,2558.13,29.0177,22.928,88.1577,0
2.74e+22,2164.48,24.0177,24.6861,90.12,0
2.76e+22,3035.94,22.6744,24.9073,133.893,0
2.71e+22,1524.04,18.76,23.3594,81.2386,0
2.71e+22,1088.37,25.4863,22.8121,42.7042,0
2.71e+22,819.8639999999998,24.9101,23.9065,32.9129,0
2.71e+22,568.8480000000002,20.8994,23.5053,27.2184,0
2.71e+22,665.09,20.4443,24.3898,32.5318,0
2.68e+22,936.696,13.5359,23.5547,69.2009,0
2.66e+22,848.1110000000001,13.3284,24.18,63.6319,0
2.68e+22,917.694,13.6077,22.4925,67.4393,0
2.67e+22,416.736,15.7349,23.0987,26.4848,0
2.66e+22,410.541,16.3408,22.8807,25.1237,0
2.63e+22,595.309,10.3124,22.7713,57.7275,0
2.62e+22,682.1089999999998,11.9995,22.8466,56.8448,0
2.6e+22,848.029,7.90688,23.7778,107.252,0
2.6e+22,511.51,8.34125,24.4081,61.3229,0
2.59e+22,561.214,10.2775,24.5801,54.6061,0
2.53e+22,207.36900000000003,6.48956,24.4971,31.9542,0
2.53e+22,137.006,8.559330000000001,25.1118,16.0066,0
2.51e+22,368.67,10.9917,24.5969,33.5408,0
2.51e+22,496.462,12.958,24.9203,38.3132,0
2.55e+22,451.284,12.4485,24.975,36.2521,0
2.54e+22,854.3539999999998,10.2451,25.316,83.3915,0
2.54e+22,605.623,9.71176,26.4167,62.3598,0
2.5e+22,168.49900000000005,5.63178,26.055,29.9193,0
2.5e+22,230.179,4.29985,26.0245,53.5319,0
2.52e+22,436.268,9.41804,25.6587,46.3226,0
2.5e+22,314.967,5.06131,25.7293,62.2304,0
2.49e+22,271.71,5.30963,26.0025,51.173,0
2.49e+22,300.524,5.34353,26.2142,56.2408,0
2.53e+22,681.61,8.808869999999999,26.1433,77.3777,0
2.55e+22,1081.18,12.8338,24.8572,84.245,0
2.57e+22,950.618,11.9369,25.586,79.6369,0
2.57e+22,886.2460000000002,9.02097,25.4375,98.2429,0
2.55e+22,1292.01,15.0189,25.6177,86.0256,0
2.54e+22,1531.05,20.0847,24.5709,76.2297,0
2.53e+22,783.0210000000002,9.38443,23.6031,83.4383,0
2.53e+22,845.954,10.784,23.5207,78.4453,0
2.5e+22,1362.62,22.4195,23.413,60.7782,0
2.5e+22,1524.47,21.0293,24.134,72.4925,0
2.5e+22,1621.33,40.5939,23.3645,39.9403,0
2.5e+22,1718.97,19.6222,24.4676,87.6033,0
2.53e+22,2309.23,23.2224,26.1599,99.4396,0
2.5e+22,2369.43,23.5415,26.0372,100.649,0
2.51e+22,2493.05,22.7021,26.486,109.816,0
2.56e+22,2773.83,27.9491,27.1788,99.2456,0
2.51e+22,2461.8,21.8452,26.9311,112.693,0
2.52e+22,1769.54,31.9091,27.1046,55.4556,0
2.05e+22,5921.99,33.7155,46.7155,175.646,0
2.13e+22,6912.65,32.6324,46.0069,211.834,0
2.25e+22,3940.55,38.7,45.7374,101.823,0
2.31e+22,4409.8,34.3044,45.2061,128.549,0
2.34e+22,3464.87,37.7556,42.1383,91.771,0
2.44e+22,6076.46,40.3682,42.8401,150.526,0
2.5e+22,7573.33,49.3666,41.8082,153.41,0
2.5e+22,6753.79,43.4512,41.6449,155.434,0
2.59e+22,7412.37,45.5781,41.4838,162.63,0
2.59e+22,7204.8,40.3023,40.1411,178.769,0
2.64e+22,7866.75,40.9921,44.0081,191.909,0
2.68e+22,5654.75,31.9893,42.4249,176.77,0
2.72e+22,5561.55,30.3573,41.2349,183.203,0
2.75e+22,3576.36,26.1663,39.7488,136.678,0
2.8e+22,4248.69,30.7217,39.2636,138.296,0
2.79e+22,3123.1,20.6965,41.5006,150.9,0
2.77e+22,4909.91,27.9428,40.4757,175.713,0
2.78e+22,5254.82,28.0882,41.4682,187.083,0
2.81e+22,2408.37,23.2316,42.993,103.668,0
2.95e+22,5121.49,38.1438,37.8076,134.268,0
3.14e+22,7008.18,45.9122,33.4077,152.643,0
3.21e+22,7462.06,52.4327,32.183,142.317,0
3.31e+22,7591.72,39.7985,29.5366,190.754,0
3.46e+22,7233.06,47.9856,30.2377,150.734,0
3.51e+22,4900.43,42.876000000000005,29.3904,114.293,0
3.63e+22,5157.14,46.8554,30.6925,110.065,0
3.71e+22,5485.6,64.9618,30.6608,84.4434,0
3.76e+22,6468.99,58.4292,29.6377,110.715,0
3.94e+22,7134.95,43.8009,30.3044,162.895,0
3.98e+22,6952.99,55.2825,29.3604,125.772,0
4e+22,7348.76,57.163000000000004,28.8516,128.558,0
4.06e+22,8179.68,58.948,29.5387,138.761,0
4.09e+22,7796.18,55.1177,26.3744,141.446,0
4.12e+22,8585.68,48.0412,30.0157,178.715,0
4.14e+22,4096.65,29.0283,28.6182,141.126,0
4.1e+22,2748.81,24.1934,30.5783,113.618,0
4.11e+22,2350.2,22.3818,33.139,105.005,0
4.09e+22,1601.11,20.2426,30.5132,79.0961,0
4.13e+22,2423.7,24.3848,32.3314,99.3938,0
4.16e+22,2796.44,34.3529,33.4405,81.4034,0
4.19e+22,1919.98,24.570999999999998,31.5684,78.1402,0
4.24e+22,2424.57,26.0126,31.5308,93.2077,0
4.32e+22,1473.46,23.6636,31.6719,62.2668,0
4.32e+22,2111.75,30.2505,30.8559,69.8089,0
4.34e+22,1636.14,24.8951,30.4228,65.7215,0
4.3e+22,1366.05,25.301,29.3223,53.9921,0
4.3e+22,1708.23,28.8368,33.5485,59.2378,0
4.32e+22,2036.96,28.0191,33.4678,72.6991,0
4.32e+22,1911.1,26.2005,34.1837,72.9413,0
4.31e+22,2124.75,29.5635,34.9215,71.8706,0
4.3e+22,2158.74,27.7763,36.7685,77.7189,0
4.26e+22,2708.9,37.0497,37.0015,73.1152,0
4.21e+22,1206.56,37.6475,35.2045,32.0488,0
4.28e+22,1282.25,33.586,35.4711,38.1782,0
4.27e+22,2568.72,30.5604,33.7149,84.054,0
4.34e+22,3644.33,32.8697,34.5346,110.872,0
4.4e+22,3482.14,28.3382,35.6433,122.878,0
4.49e+22,4427.54,39.2878,32.8213,112.695,0
4.69e+22,4510.85,37.696,32.9811,119.664,0
4.82e+22,4528.01,43.1379,31.457,104.966,0
4.92e+22,4046.42,36.5953,30.7905,110.572,0
4.94e+22,5772.7,41.816,32.3304,138.05,0
4.93e+22,4180.55,37.6348,33.5403,111.082,0
1.09e+22,717.3710000000002,17.1003,70.4451,41.9508,0
1.14e+22,478.402,19.8433,67.051,24.109,0
1.18e+22,522.299,14.5005,65.4464,36.0194,0
1.23e+22,524.357,13.1526,63.2518,39.8672,0
1.22e+22,990.849,14.3347,64.0781,69.1224,0
1.2e+22,288.767,8.5791,63.0801,33.6593,0
1.21e+22,304.914,9.28022,60.5276,32.8563,0
1.24e+22,205.798,11.1016,65.8947,18.5377,0
1.28e+22,767.508,16.930999999999997,62.7762,45.3315,0
1.29e+22,717.9010000000002,18.7517,58.2189,38.2846,0
1.34e+22,466.974,17.1834,52.7545,27.1759,0
1.37e+22,408.629,29.0277,54.7718,14.0772,0
1.44e+22,1191.19,20.6466,56.6985,57.6944,0
1.53e+22,1346.56,25.1493,57.61,53.5425,0
1.58e+22,1489.5,31.6833,52.6613,47.012,0
1.62e+22,1551.27,25.5988,48.2314,60.5993,0
1.68e+22,2011.74,34.7855,51.0941,57.8326,0
1.75e+22,1289.56,23.2261,49.5273,55.5221,0
1.81e+22,1219.68,26.3748,50.952,46.2441,0
1.87e+22,1270.43,26.721,46.2376,47.5442,0
1.9e+22,1650.14,22.3549,47.2219,73.8154,0
1.98e+22,1563.95,26.6871,46.0742,58.6032,0
2.01e+22,2589.28,35.239000000000004,46.7956,73.4777,0
2.18e+22,3096.03,45.1079,43.0449,68.6361,0
2.26e+22,4009.49,63.9748,42.8614,62.673,0
2.29e+22,4614.19,80.244,43.4276,57.502,0
2.46e+22,4712.29,77.5828,42.7218,60.7388,0
2.56e+22,4066.47,61.4213,42.0595,66.2062,0
2.6e+22,4654.93,74.1939,40.9479,62.7401,0
2.57e+22,4876.58,88.9783,42.5052,54.8064,0
2.64e+22,6845.21,90.0597,44.0364,76.0075,0
2.73e+22,7494.62,89.602,41.6512,83.6435,0
2.84e+22,10547.0,85.9895,44.0104,122.655,0
2.9e+22,9713.03,80.9183,43.5913,120.035,0
2.96e+22,7555.23,59.388999999999996,40.0957,127.216,0
2.99e+22,6585.45,52.6836,41.4115,125.0,0
3.05e+22,6165.78,49.9739,43.4452,123.38,0
3.03e+22,5059.89,45.8947,42.4764,110.25,0
3.07e+22,5132.78,40.7726,46.3484,125.888,0
3.03e+22,4815.33,43.6911,43.6342,110.213,0
3e+22,5339.12,38.342,40.8747,139.25,0
3.29e+22,8252.63,39.0343,46.5193,211.42,0
3.35e+22,5238.35,34.5825,42.4547,151.474,0
3.38e+22,5493.12,34.1901,43.1269,160.664,0
3.38e+22,5831.02,34.6573,45.0356,168.248,0
3.35e+22,4752.06,32.2158,44.7429,147.507,0
3.46e+22,5271.95,36.8032,45.2307,143.247,0
3.51e+22,5288.86,36.7747,45.4781,143.81799999999996,0
3.55e+22,4125.59,26.1982,45.0692,157.476,0
3.56e+22,3628.02,28.6845,42.8628,126.48,0
3.6e+22,4047.78,30.0138,43.3161,134.864,0
3.66e+22,6495.07,23.2693,44.5545,279.126,0
3.7e+22,6413.21,21.7132,44.7793,295.36,0
3.76e+22,5897.58,24.0698,45.3989,245.02,0
3.8e+22,6247.92,25.6491,43.1559,243.592,0
3.91e+22,6358.15,20.9683,43.0504,303.2270000000001,0
4.04e+22,6978.56,24.2075,42.2117,288.281,0
4.18e+22,6123.9,30.6704,40.9203,199.668,0
4.31e+22,8250.9,29.1844,37.6438,282.716,0
4.39e+22,9467.64,42.2472,36.8848,224.101,0
4.45e+22,8564.22,35.8523,34.4381,238.875,0
4.55e+22,9993.97,37.9305,34.276,263.481,0
4.63e+22,10089.8,41.2868,35.317,244.384,0
4.69e+22,9975.58,42.6467,32.5759,233.912,0
4.72e+22,8738.58,42.9862,34.0601,203.288,0
4.75e+22,8607.94,32.9478,33.1447,261.26,0
4.71e+22,7003.08,42.0537,34.2321,166.52700000000004,0
4.7e+22,9929.01,34.4998,36.2589,287.7990000000001,0
4.69e+22,8667.89,32.8972,36.0371,263.48400000000004,0
4.69e+22,6303.95,35.7734,35.2226,176.21900000000005,0
4.74e+22,6846.01,39.5675,34.3975,173.021,0
4.81e+22,9181.81,32.326,35.5558,284.038,0
4.87e+22,7459.16,26.029,34.5439,286.571,0
4.98e+22,7482.88,27.5943,34.5796,271.175,0
4.98e+22,7693.57,27.4735,33.7729,280.036,0
5.09e+22,7937.6,30.7826,34.2308,257.86,0
5.17e+22,9276.15,37.2466,33.8515,249.047,0
5.23e+22,8221.16,35.9623,32.6121,228.605,0
5.34e+22,7253.28,32.1529,33.6158,225.587,0
5.37e+22,7318.16,28.7123,33.3642,254.879,0
5.54e+22,11008.1,33.1133,34.1385,332.4369999999999,0
5.8e+22,10867.9,33.305,33.0013,326.315,0
5.96e+22,9538.79,35.2142,30.7724,270.879,0
6.17e+22,9409.16,33.2134,30.7526,283.2940000000001,0
6.34e+22,12855.7,33.5897,30.8157,382.726,0
6.65e+22,13227.3,40.3866,29.2037,327.518,0
6.78e+22,13538.7,39.7777,28.8366,340.36,0
6.96e+22,14994.2,35.6789,28.9811,420.253,0
7.05e+22,12751.9,38.7056,26.752,329.458,0
7.38e+22,10034.8,36.4365,25.3463,275.404,0
7.45e+22,8428.0,38.5624,25.426,218.555,0
7.62e+22,9858.73,35.8819,23.9635,274.755,0
7.71e+22,7924.52,44.722,24.9235,177.195,0
7.75e+22,10645.4,35.5011,24.0473,299.86,1
7.72e+22,10364.5,46.1487,24.8671,224.58900000000003,1
7.81e+22,12273.1,39.0012,24.9207,314.686,1
7.85e+22,11181.9,32.5017,26.1112,344.039,1
7.95e+22,8550.65,32.4146,26.1654,263.79,1
7.98e+22,7757.61,34.5326,24.2938,224.646,1
7.97e+22,12725.3,37.529,25.948,339.0780000000001,1
2.46e+22,4301.56,18.6252,95.0345,230.954,0
2.45e+22,2162.44,13.597000000000001,98.9489,159.03799999999995,0
2.46e+22,2439.86,16.1947,95.5506,150.658,0
2.43e+22,2882.54,16.8048,95.2996,171.53099999999995,0
2.38e+22,3378.39,15.4361,93.2999,218.863,0
2.42e+22,2289.34,13.74,98.8888,166.61900000000003,0
2.42e+22,1249.12,17.3653,98.4742,71.9322,0
2.41e+22,1249.34,16.8975,101.902,73.9363,0
2.42e+22,1250.85,22.2398,97.6376,56.2437,0
2.42e+22,2588.5,24.7718,99.3909,104.494,0
2.39e+22,1789.07,14.8432,99.849,120.531,0
2.38e+22,1184.97,16.9093,99.7796,70.0778,0
2.37e+22,1798.87,15.4626,99.3232,116.337,0
2.34e+22,2106.75,12.9448,99.508,162.749,0
2.36e+22,2191.46,14.3097,97.3273,153.145,0
2.33e+22,2071.63,12.5752,101.191,164.739,0
2.33e+22,1813.07,12.4874,100.231,145.192,0
2.32e+22,1762.9,13.8397,98.3491,127.38,0
2.32e+22,1200.76,10.8445,101.329,110.725,0
2.31e+22,948.097,14.3633,106.035,66.0083,0
2.32e+22,922.567,12.1084,105.416,76.1923,0
2.31e+22,911.091,12.2664,103.216,74.2753,0
2.33e+22,784.735,18.7965,99.7466,41.749,0
2.31e+22,845.945,12.6797,101.276,66.7165,0
2.32e+22,1408.87,24.9862,98.8654,56.3859,0
2.34e+22,1514.79,11.8821,103.025,127.485,0
2.3e+22,1892.68,13.8685,99.3555,136.47299999999998,0
2.34e+22,1326.11,10.6885,99.1854,124.069,0
2.33e+22,2467.85,13.0505,95.8965,189.1,0
2.31e+22,3141.33,16.7746,94.73,187.267,0
2.33e+22,2702.13,16.1657,92.3897,167.15200000000004,0
2.31e+22,2250.56,13.2853,98.5492,169.40200000000004,0
2.29e+22,1791.35,15.2614,94.1323,117.378,0
2.33e+22,1425.92,26.3311,92.6128,54.1536,0
2.32e+22,1426.94,22.4056,85.0302,63.6866,0
2.34e+22,1583.93,26.7879,86.5109,59.1287,0
